text,labels
"1 . Berawal pada awal bulan Januari 2018 terdakwa yang mengontrak di Griya Bambu Petung Indah No . 65A Rt . 9 / 5 Kel . Bambu Apus , Kec . Cipayung Jakarta Timur mengenal tetangga terdakwa yakni saksi PUJIASTUTI dan bercerita kepada terdakwa mengenai usaha restorannya yang bangkrut , lalu terdakwa menawarkan pengajuan pinjaman yang bersumber dananya dari Vatikan Roma yang besarannya pinjaman diatas Rp . 500 . 0 . 0 , - ; selanjutnya saksi PUJIASTUTI menanyakan apa saja syarat yang dibutuhkan dan terdakwa menjelaskan untuk pengajuan pinjaman harus menggunakan uang jaminan sebagai pengganti nama orang gereja yang digunakan namanya ; dan saat itu terdakwa meminta uang jaminan sebesar Rp . 30 . 0 . 0 , - untuk proses pencairan pinjaman dalam jangka waktu tiga sampai empat bulan dengan jumlah pinjaman sebesar Rp . 800 . 0 . 0 , - ( delapan ratus juta rupiah ) , kemudian untuk menyakinkan saksi PUJIASTUTI terdakwa menerangkan bahwa pinjaman tersebut tanpa bunga dengan angsuran Rp . 1 . 0 . 0 , - sampai Rp . 2 . 0 . 0 , - perbulan , kemudian saksi PUJIASTUTI percaya dan tergerak / tertarik dengan pinjaman tersebut dan pada tanggal 1 Maret 2018 saksi PUJIASTUTI menyerahkan uang yang diminta terdakwa sebesar Rp . 20 . 0 . 0 , - dan diserahkan dikontrakan terdakwa , tiga hari kemudian terdakwa meminta uang jaminan sebesar Rp . 5 . 0 . 0 , - dan sekitar dua atau empat hari meminta kembali sebesar Rp . 5 . 0 . 0 , - kepada saksi PUJIASTUTI sehingga uang jaminan total seluruhnya menjadi Rp . 30 . 0 . 0 , - ( tiga puluh juta rupiah ) ; ",O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
2 ; ,O O 
"Bahwa selanjutnya saksi PUJIASTUTI menanyakan apakah bisa dipercepat proses pencairannya lalu utnuk menyakinkan saksi PUJIASTUTI terdakwa jawab bisa dengan syarat untuk mempercepat pinjamaan harus menggunakan uang Rp . 4 . 500 . 0 , dan akan dipercepat menjadi 2 bulan , akhirnya saksi PUJIASTUTI berminat untuk dipercepat dan menyerahkan uang sebesar Rp . 2 . 0 . 0 , keapda terdakwa . Namun sampai waktu yang dijanjikan hingga bulan Mei ternyata pinjaman tidak cair , terdakwa menyuruh seseorang laki - laki untuk menelepon saksi PUJIASTUTI dengan mengaku bernama ANTONIUS sebagai pengurus gereja Pusat HKBP Sudirman memberitahukan kepada saksi PUJIASTUTI bahwa proses peminjaman akan cair tanggal 14 Juni 2018 dan saat tersebut terdakwa meminta uang tambahan lagi dari saksi . PUJIASTUTI sebesar Rp . 3 . 0 . 0 , melalui transfer ke rekening 1.11E+12 An . Fitriani namun saksi Pujiastuti tidak menyanggupi dan sampai saat ini pinjaman tersebut juga tidak cair serta uang saksi PUJIASTUTI kenyataannya tanpa sepengetahuan saksi PUJIASTUTI telah habis dipergunakan untuk keperluan hidup terdakwa . Perbuatan terdakwa tersebut sebagaimana diatur dan diancam pidana dalam pasal 378 KUHP . ATAU KEDUA : ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV O O O O 
"Bahwa terdakwa HANNA RIA FREDRICA RAJA GUGUK alias RICA pada hari Kamis tanggal 1 Maret 2018 sekira jam 8 . 0 WIb atau setidak tidaknya pada suatu waktu yang masih termasuk dalam tahun 2018 , bertempat Kontrakan terdakwa Griya Bambu Petung Indah No . 65A Rt . 9 / 5 Kel . Bambu Apus , Kec . Cipayung , Jakarta Timur atau setidaktidaknya di suatu tempat yang masih termasuk dalam daerah hukum Pengadilan Negeri Jakarta Timur yang berwenang memeriksa dan mengadili perkara ini , telah dengan sengaja dan melawan hukum memiliki barangsesuatu yang seluruhnya atausebagian adalah kepunyaan orang lain , tetapi yang ada dalam kekuasaanya bukan karena kejahatan ; ",O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Perbuatan tersebut dilakukan terdakwa dengan cara sebagai berikut : ,O O O O O O O O O 
"1 . Berawal pada awal bulan Januari 2018 terdakwa yang mengontrak di Griya Bambu Petung Indah No . 65A Rt . 9 / 5 Kel . Bambu Apus , Kec . Cipayung Jakarta Timur mengenal tetangga terdakwa yakni saksi PUJIASTUTI dan bercerita kepada terdakwa mengenai usaha restorannya yang bangkrut , lalu terdakwa menawarkan pengajuan pinjaman yang bersumber dananya dari Vatikan Roma yang besarannya pinjaman diatas Rp . 500 . 0 . 0 , - ; selanjutnya saksi PUJIASTUTI menanyakan apa saja syarat yang dibutuhkan dan terdakwa menjelaskan untuk pengajuan pinjaman harus menggunakan uang jaminan sebagai pengganti nama orang gereja yang digunakan namanya ; dan saat itu terdakwa meminta uang jaminan sebesar Rp . 30 . 0 . 0 , - untuk proses pencairan pinjaman dalam jangka waktu tiga sampai empat bulan dengan jumlah pinjaman sebesar Rp . 800 . 0 . 0 , - ( delapan ratus juta rupiah ) , kemudian untuk menyakinkan saksi PUJIASTUTI terdakwa menerangkan bahwa pinjaman tersebut tanpa bunga dengan angsuran Rp . 1 . 0 . 0 , - sampai Rp . 2 . 0 . 0 , - perbulan , kemudian saksi PUJIASTUTI percaya dan tergerak / tertarik dengan pinjaman tersebut dan pada tanggal 1 Maret 2018 saksi PUJIASTUTI menyerahkan uang yang diminta terdakwa sebesar Rp . 20 . 0 . 0 , - dan diserahkan dikontrakan terdakwa , tiga hari kemudian terdakwa meminta uang jaminan sebesar Rp . 5 . 0 . 0 , - dan sekitar dua atau empat hari meminta kembali sebesar Rp . 5 . 0 . 0 , - kepada saksi PUJIASTUTI sehingga uang jaminan total seluruhnya menjadi Rp . 30 . 0 . 0 , - ( tiga puluh juta rupiah ) ; ",O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
2 ; ,O O 
"Bahwa selanjutnya saksi PUJIASTUTI menanyakan apakah bisa dipercepat proses pencairannya lalu utnuk menyakinkan saksi PUJIASTUTI terdakwa jawab bisa dengan syarat untuk mempercepat pinjamaan harus menggunakan uang Rp . 4 . 500 . 0 , dan akan dipercepat menjadi 2 bulan , akhirnya saksi PUJIASTUTI berminat untuk dipercepat dan menyerahkan uang sebesar Rp . 2 . 0 . 0 , keapda terdakwa . Namun sampai waktu yang dijanjikan hingga bulan Mei 2018 ternyata pinjaman tidak cair , terdakwa menyuruh seseorang laki - laki untuk menelepon saksi PUJIASTUTI dengan mengaku bernama ANTONIUS sebagai pengurus gereja Pusat HKBP Sudirman memberitahukan kepada saksi PUJIASTUTI bahwa proses peminjaman akan cair tanggal 14 Juni 2018 dan saat tersebut terdakwa meminta uang tambahan lagi dari saksi . PUJIASTUTI sebesar Rp . 3 . 0 . 0 , melalui transfer ke rekening 1.11E+12 An . Fitriani namun saksi Pujiastuti tidak menyanggupi dan sampai saat ini pinjaman tersebut juga tidak cair serta uang saksi PUJIASTUTI kenyataannya tanpa sepengetahuan saksi PUJIASTUTI telah habis dipergunakan untuk keperluan hidup terdakwa . Perbuatan terdakwa tersebut sebagaimana diatur dan diancam pidana dalam pasal 372 KUHP ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV O 
"Menimbang , bahwa untuk menguatkan dalil Dakwaan Jaksa Penuntut Umum dipersidangan telah mengajukan 4 ( empat ) orang saksi untuk didengar dipersidangan sepanjang telah disumpah menurut Agama yang dipeluknya yang pada pokoknya mengemukakan sebagai berikut ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1 . Saksi PUJIASTUTI . H . SE ; ,O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O 
- Bahwa benar saksi dalam keadaan sehat jasmani dan rohani ; ,O O O O O O O O O O O 
Bahwa benar saksi memberikan keteranganberita acara pemeriksaan di Penyidik ; ,O O O O O O O O O O 
- Bahwa benar saksi sebelumnya bertetangga dengan Terdakwa ; ,O O O O O O O O O 
"Bahwa benar Terdakwa awal bulan Januari 2018 mengontrak di Griya Bambu Petung Indah No . 65A Rt . 9 / 5 Kelurahan Bambu Apus , Kecamatan Cipayung Jakarta Timur ; ",O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi bercerita kepada terdakwa mengenai usaha restorannya bangkrut lalu terdakwa menawarkan pinjamandana yang bersumber dari Vatikan Roma yang besarnya pinjaman diatas Rp . 500 . 0 . 0 , - ( lima ratus juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"- Bahwa benar saksi menanyakan apa saja syarat yang dibutuhkan untuk pengajuan pinjaman uang jaminan sebagai pengganti nama orang Gereja dan terdakwa meminta uang jaminan sebesar Rp . 30 . 0 . 0 , - ( tiga puluh juta rupiah ) untuk proses pencairan jangka waktu 3 ( tiga ) sampai 4 ( empat ) bulan dengan pinjaman sebesar Rp . 800 . 0 . 0 , - ( delapan ratus juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar Terdakwa meyakinkan saksi pinjaman tersebut tanpa bunga dengan angsuran Rp . 1 . 0 . 0 , ( satu juta rupiah ) sampai Rp . 2 . 0 . 0 , - ( dua juta rupiah ) perbulan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa benar atas ucapan terdakwa saksi percaya dan tertarik dengan pinjaman tersebut ; ,O O O O O O O O O O O O O 
"Bahwa benar pada tanggal 1 Maret 2018 saksi menyerahkan uang yang diminta terdakwa sebesar Rp . 20 . 0 . 0 , ( dua puluh juta rupiah ) dan diserahkan dikontrakannya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar tiga hari kemudian terdakwa meminta uang jaminan sebesar Rp . 5 . 0 . 0 , - ( lima juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar2 ( dua ) atau 4 ( empat ) hari Terdakwa meminta kembali uang kepada saksi sebesar Rp . 5 . 0 . 0 , - ( lima juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksitotal kerugian seluruhnya menjadi Rp . 61 . 0 . 0 , - ( enam puluh satu juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar dana pinjaman tidak cair kemudian saksi menanyakan kepada terdakwa apakah bisa dipercepat proses pencairannya , terdakwa jawab bisa dengan syarat untuk mempercepat pinjamaannya harus menggunakan uang Rp . 4 . 500 . 0 , - ( empat juta lima ratus ribu rupiah ) akan dipercepat menjadi 2 ( dua ) bulan , akhirnya saksin menyerahkan uang sebesarRp . 2 . 0 . 0 , - ( dua juta rupiah ) kepada terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa benar sampai waktu yang dijanjikan hingga bulan Mei 2018 ternyata pinjaman tidak cairlalu terdakwa menyuruh seseorang mengaku bernama Antonius sebagai pengurus Gereja Pusat HKBP Sudirmanuntuk menelepon saksi ; ,O O O O O O O O O O O O O O O O O O O B_DEFN O O O O O O O O O 
"- Bahwa proses peminjaman akan cair tanggal 14 Juni 2018 dan terdakwa meminta uang tambahan lagi sebesar Rp . 3 . 0 . 0 , - ( tiga juta rupiah ) melalui transfer ke rekening 1.11E+12 An . Fitriani dan saksi tidak menyanggupinya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa benar uang yang telah diserahkan seluruhnya kepada terdakwa tidak ada yang kembali ; : ,O O O O O O O O O O O O O O O 
2 . Saksi KARMILA ; ,O O O B_DEFN O 
- Benar saksi dalam keadaan sehat jasmani dan rohani ; ,O O O O O O O O O O 
- Bahwa Benar saksi telah memberikan keterangan di berita acara pemeriksaan di Penyidik ; ,O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan awal bulan Januari 2018 terdakwa yang mengontrak di Griya BambuPetung Indah No . 65A Rt . 9 / 5 Kelurahan Bambu Apus , Kecamatan Cipayung , Jakarta Timur ; ",O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan terdakwa pernah menawarkan pengajuan pinjaman yang bersumberdananya dari Vatikan Roma yang besarannya pinjaman diatas Rp . 500 . 0 . 0 , - ( lima ratus juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan untuk pengajuan pinjaman harus menggunakan uang jaminan sebagaipengganti nama orang gereja yang digunakan namanya ; dan saat itu terdakwa meminta uang jaminansebesar Rp . 30 . 0 . 0 , - untuk proses pencairan pinjaman dalam jangka waktu tiga sampai empat bulandengan jumlah pinjaman sebesar Rp . 800 . 0 . 0 , - ( delapan ratus juta rupiah ) , ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan saksi PUJIASTUTI telah menyerahkan uang kurang lebih sebesarRp . 61 . 0 . 0 , ( enam puluh satu juta rupiah ) sebagai uang jaminan untuk mengajukan pinjaman dan telah diterima oleh terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan saksi juga ikut melakukan peminjaman yang berasalkan dari dana GerejaVatikan Roma dan telah menyerahkan uang kepada terdakwa sebagai uang jaminan sebesar kurang lebihsebesar Rp . 47 . 0 . 0 , - ( empat puluh tujuh juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan sampai waktu yang dijanjikan hingga bulan Mei 2018 ternyata pinjamantidak cair , dan kenyataannya uang yang telah diserahkan kepada terdakwa habis dipergunakan untukkeperluan hidup terdakwa . Bahwa benar saksi menerangkan uang yang telah diserahkan seluruhnya kepada terdakwa tidak ada yangkembali baik uang milik saksi maupun milik saksi Pujiastuti ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Atas keterangan saksi terdakwa membantah keterangan yang menerangkan bahwa saksi menyerahkan uang sebesar seluruhnya kurang lebih Rp . 47 . 0 . 0 , - ( empat puluh tujuh juta rupiah ) namun hanya menerima kurang lebih Rp . 2 . 0 . 0 , - . ( dua juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
3 . Saksi TITIN SURYATIN . Benar saksi dalam keadaan sehat jasmani dan rohani ; ,O O O B_DEFN I_DEFN I_DEFN O O O O O O O O O 
Bahwa benar saksi memberikan keterangan berita acara pemeriksaan di penyidik ; ,O O O O O O O O O O O 
"Bahwa benar saksi menerangkan awal bulan Januari 2018 terdakwa yang mengontrak di Griya BambuPetung Indah No . 65A Rt . 9 / 5 Kelurahan Bambu Apus , Kecamatan Cipayung Jakarta Timur ; ",O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O 
"Bahwa benar Terdakwa pernah menawarkan pengajuan pinjaman yang bersumberdananya dari Vatikan Roma yang besarannya pinjaman diatas Rp . 500 . 0 . 0 , - ( lima ratus juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan untuk pengajuan pinjaman harus menggunakan uang jaminan sebagaipengganti nama orang Gereja yang digunakan namanya ; dan saat itu terdakwa meminta uang jaminansebesar Rp . 30 . 0 . 0 , - ( tiga puluh juta rupiah ) untuk proses pencairan pinjaman dalam jangka waktu tiga sampai empat bulandengan jumlah pinjaman sebesar Rp . 800 . 0 . 0 , - ( delapan ratus juta rupiah ) , ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan saksi PUJIASTUTI telah menyerahkan uang kurang lebih sebesarRp . 61 . 0 . 0 , - ( enam puluh satu juta rupiah ) sebagai uang jaminan untuk mengajukan pinjaman dan telah diterima oleh terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi ikut melakukan peminjaman yang berasalkan dari dana GerejaVatikan Roma dan telah menyerahkan uang kepada terdakwa sebagai uang jaminan sebesar kurang lebihsebesar Rp . 83 . 0 . 0 , - ; ( delapan puluh tiga juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan sampai waktu yang dijanjikan hingga bulan Mei 2018 ternyata pinjamantidak cair , dan kenyataannya uang yang telah diserahkan kepada terdakwa habis dipergunakan untukkeperluan hidup terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa benar saksi menerangkan uang yang telah diserahkan seluruhnya kepada terdakwa tidak ada yangkembali baik uang milik saksi maupun milik saksi Pujiastuti ; ,O O O O O O O O O O O O O O O O O O O O O O O 
Atas keterangan Saksi tersebut dibenarkan oleh terdakwa dan terdakwa tidak keberatan ; ,O O O O O O O O O O O O 
4 . Saksi YUDIAWATINATSIR - Bahwa benar saksi dalam keadaan sehat jasmani danrohani ; ,O O O B_DEFN O O O O O O O O O O 
Bahwa benar saksi telah memberikan keterangan berita acara pemeriksaan diPenyidik ; ,O O O O O O O O O O O 
"Bahwa benar saksi menerangkan awal bulan Januari 2018 terdakwa yang mengontrak di Griya Bambu Petting Indah No . 65A Rt . 9 / 5 Kelurahan Bambu Apus , Kecamatan Cipayung Jakarta Timur ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar terdakwa pernah menawarkan pengajuan pinjaman yang bersumber dananya dari Vatikan Roma yang besarannya pinjaman diatas Rp . 500 . 0 . 0 , - ( lima ratus juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar untuk pengajuan pinjaman harus menggunakan uang jaminan sebagai pengganti nama orang Gereja yang digunakan namanya ; dan saat itu terdakwa meminta uang jaminan sebesar Rp . 30 . 0 . 0 , ( tiga puluh juta rupiah ) untuk proses pencairan pinjaman dalam jangka waktu 3 ( tiga ) sampai 4 ( empat ) bulan dengan jumlah pinjaman sebesar Rp . 800 . 0 . 0 , - ( delapan ratus juta rupiah ) , ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi Pujiastuti telah menyerahkan uang kurang lebih sebesar Rp . 61 . 0 . 0 , ( enam puluh satu juta rupiah ) sebagai uang jaminan untuk mengajukan pinjaman dan telah diterima oleh terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi juga ikut melakukan peminjaman yang berasalkan dari dana Gereja Vatikan Roma dan telah menyerahkan uang kepada terdakwa sebagai uang jaminan sebesar kurang lebih sebesar Rp . 60 . 250 . 0 , - ( enam puluh juta dua ratus lima puluh ribu rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar sampai waktu yang dijanjikan hingga bulan Mei 2018 ternyata pinjaman tidak cair , dan kenyataannya uang yang telah diserahkan kepada terdakwa habis dipergunakan untuk keperluan hidup terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
- Bahwa benar uang saksi yang telah diserahkan seluruhnya kepada terdakwa tidak ada yang kembali ; ,O O O O O O O O O O O O O O O O 
"Menimbang , bahwa atas pertanyaan Majelis Hakim Terdakwa mengemukakan tidak keberatan dengan keterangan saksi tersebut ; ",O O O O O O O O O O O O O O O O 
"Menimbang , bahwa dipersidangan telah diajukan barang bukti berupa : ",O O O O O O O O O O 
1 ( satu ) lembar surat pernyataan penyerahan uang tertanggal 18 Mei 2018 dan 1 ( satu ) lembar rincian penyerahan uang yang bermaterai ; ,O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa atas pertanyaan Majelis Hakim Terdakwa mengemukakan tidak keberatan dengan alat bukti tersebut ; ",O O O O O O O O O O O O O O O O 
"Hal 9 dari 17 . Putusan No . 984 / Pid / B / 2018 / PNJkt . TimMenimbang , bahwa dipersidangan telah didengar keterangan Terdakwa yang pada pokoknya menerangkan sebagi berikut : ",O O O O O O O O B_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN O O O O O O O O O O O O O O 
Bahwa benar Saksi dalam keadaan sehat jasmani dan rohani ; ,O O O O O O O O O O 
Bahwa benar terdakwa telah memberikan keterangan pada Penyidik ; ,O O O O O O O O O 
Bahwa benar terdakwa menerangkan sebelumnya bertetangga dengan para saksi yang merupakan satukontrakan ; ,O O O O O O O O O O O O O 
"Bahwa benar terdakwa awal bulan Januari 2018 mengontrak di Griya BambuPetung Indah No . 65A Rt . 9 / 5 Kelurahan Bambu Apus , Kecamatan Cipayung , Jakarta Timur ; ",O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi PUJIASTUTI cerita kepada terdakwa mengenai usaha restorannya yangbangkrut , lalu terdakwa menawarkan pengajuan pinjaman yang bersumber dananya dari Vatikan Romayang besarannya pinjaman diatas Rp . 500 . 0 . 0 , Bahwabenarterdakwamenerangkansyaratyangdibutuhkanuntuk pengajuanpinjamanharusmenggunakan uang jaminan sebagai pengganti nama orang gereja yang digunakan namanya ; dan saat ituterdakwa meminta uang jaminan sebesar Rp . 30 . 0 . 0 , - untuk proses pencairan pinjaman dalam jangkawaktu tiga sampai empat bulan dengan jumlah pinjaman sebesar Rp . 800 . 0 . 0 , - ( delapan ratus jutarupiah ) kemudian untuk menyakinkan saksi PUJIASTUTI terdakwa menerangkabahwa pinjamantersebut tanpa bunga dengan angsuran Rp . 1 . 0 . 0 , - sampai Rp . 2 . 0 . 0 , - perbulan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar terdakwa menerangkan atas ucapan terdakwa kemudian saksi PUJIASTUTI percaya dan tergerak / tertarik dengan pinjaman tersebut dan pada tanggal 1 Maret 2018 saksi PUJIASTUTI menyerahkan uang yang diminta terdakwa sebesar Rp . 20 . 0 . 0 , - dan diserahkan dikontrakan terdakwa , tiga hari kemudian terdakwa meminta uang jaminan sebesar Rp . 5 . 0 . 0 , - dan sekitar dua atau empat hari meminta kembali sebesar Rp . 5 . 0 . 0 , - kepada saksi PUJIASTUTI sehingga uang jaminan total seluruhnya menjadi Rp . 30 . 0 . 0 , - ( tiga puluh juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar terdakwa menerangkan karena dana pinjaman tidak segera cair kemudian saksi PUJIASTUTI menanyakan apakah bisa dipercepat proses pencairannya lalu untuk menyakinkan saksi PUJIASTUTI terdakwa jawab bisa dengan syarat untuk mempercepat pinjamaan harus menggunakan uang Rp . 4 . 500 . 0 , - dan akan dipercepat menjadi 2 bulan , akhirnya saksi PUJIASTUTI H al 10 dari 17 . Putusan No . 984 / Pid / B / 2018 / PNJkt . Timberminat untuk dipercepat dan menyerahkan uang sebesar Rp . 2 . 0 . 0 , - keapda terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O B_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN O O O O O O O O O O O O O O O O O O 
"Bahwa benar terdakwa menerangkan sampai waktu yang dijanjikan hingga bulan Mei 2018 ternyata pinjaman tidak cair , sampai terdakwa menyuruh seseorang laki - laki untuk menelepon saksi PUJIASTUTI dengan mengaku bernama ANTONIUS sebagai pengurus gereja Pusat HKBP Sudirman memberitahukan kepada saksi PUJIASTUTI bahwa proses peminjaman akan cair tanggal 14 Juni 2018 dan saat tersebut terdakwa meminta uang tambahan lagi dari saksi . PUJIASTUTI sebesar Rp . 3 . 0 . 0 , - melalui transfer ke rekening 1.11E+12 An . Fitriani namun saksi Pujiastuti tidak menyanggupidan sampai saat ini pinjaman tersebut juga tidak cair serta uang saksi PUJIASTUTI kenyataannya tanpa sepengetahuan saksi PUJIASTUTI telah habis dipergunakan untuk keperluan hidup terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa benar terdakwa menerangkan uang yang telah diserahkan seluruhnya kepada terdakwa tidak ada yang kembali ; ,O O O O O O O O O O O O O O O O 
Bahwa terdakwa membenarkan barang bukti yang diajukan ke persidangan oleh Penuntut Umum ; ,O O O O O O O O O O O O O 
"Menimbang , bahwa dari keterangan Para saksi dan keterangan Terdakwa serta barang bukti yang diajukan dipersidangan apabila dihubungkan satu sama lainnya maka telah didapati fakta fakta yang pada pokoknya sebagai berikut : ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
